Date,Total NAV,NAV,Sell NAV,Buy NAV,Change
2008-09-23,948551426.57,9.4195,9.4196,9.4195,-0.0139
2008-09-24,952383489.03,9.4519,9.452,9.4519,0.0324
2008-09-25,954542533.87,9.466,9.4661,9.466,0.0141
2008-09-26,954297434.34,9.4588,9.4589,9.4588,-0.0072
2008-09-29,951157070.23,9.4168,9.4169,9.4168,-0.042
2008-09-30,951746781.31,9.4127,9.4128,9.4127,-0.0041
2008-10-01,952429831.99,9.4144,9.4145,9.4144,0.0017
2008-10-02,956006217.96,9.4388,9.4389,9.4388,0.0244
2008-10-03,956258977.6,9.4317,9.4318,9.4317,-0.0071
2008-10-06,953402701.69,9.3582,9.3583,9.3582,-0.0735
2008-10-07,950486393.24,9.325,9.3251,9.325,-0.0332
2008-10-08,945385917.14,9.2752,9.2753,9.2752,-0.0498
2008-10-09,948233778.16,9.2955,9.2956,9.2955,0.0203
2008-10-10,940696030.76,9.2242,9.2243,9.2242,-0.0713
2008-10-13,944414883.86,9.2609,9.261,9.2609,0.0367
2008-10-14,948365265.16,9.2989,9.299,9.2989,0.038
2008-10-15,945720957.55,9.266,9.2661,9.266,-0.0329
2008-10-16,945977182.5,9.2579,9.258,9.2579,-0.0081
2008-10-17,946056903.48,9.2422,9.2423,9.2422,-0.0157
2008-10-20,948652482.63,9.2604,9.2605,9.2604,0.0182
2008-10-21,949937617.15,9.2675,9.2676,9.2675,0.0071
2008-10-22,948957298.81,9.2559,9.256,9.2559,-0.0116
2008-10-24,945557222.76,9.221,9.2211,9.221,-0.0349
2008-10-27,938728047.68,9.1514,9.1515,9.1514,-0.0696
2008-10-28,941539218.1,9.1779,9.178,9.1779,0.0265
2008-10-29,940207081.59,9.1584,9.1585,9.1584,-0.0195
2008-10-30,944942292.59,9.1991,9.1992,9.1991,0.0407
2008-10-31,946756753.15,9.216,9.2161,9.216,0.0169
2008-11-03,951568609.4,9.2795,9.2796,9.2795,0.0635
2008-11-04,953428312.74,9.2892,9.2893,9.2892,0.0097
2008-11-05,952668289.3,9.2777,9.2778,9.2777,-0.0115
2008-11-06,953710800.98,9.2864,9.2865,9.2864,0.0087
2008-11-07,956162117.59,9.3017,9.3018,9.3017,0.0153
2008-11-10,955037309.93,9.2856,9.2857,9.2856,-0.0161
2008-11-11,952393299.58,9.2586,9.2587,9.2586,-0.027
2008-11-12,951176427.28,9.24,9.2401,9.24,-0.0186
2008-11-13,950818138.13,9.2349,9.235,9.2349,-0.0051
2008-11-14,950669023.17,9.2302,9.2303,9.2302,-0.0047
2008-11-17,952472878.45,9.2409,9.241,9.2409,0.0107
2008-11-18,949610467.22,9.2112,9.2113,9.2112,-0.0297
2008-11-19,947322909.22,9.1884,9.1885,9.1884,-0.0228
2008-11-20,945654662.02,9.1675,9.1676,9.1675,-0.0209
2008-11-21,946098911.36,9.1715,9.1716,9.1715,0.004
2008-11-24,945396117.67,9.1586,9.1587,9.1586,-0.0129
2008-11-25,947660403.78,9.1705,9.1706,9.1705,0.0119
2008-11-26,948442214.71,9.1725,9.1726,9.1725,0.002
2008-11-27,947880609.39,9.1612,9.1613,9.1612,-0.0113
2008-11-28,950410233.74,9.1821,9.1822,9.1821,0.0209
2008-12-01,950336432.21,9.1727,9.1728,9.1727,-0.0094
2008-12-02,951442052.01,9.1733,9.1734,9.1733,0.0006
2008-12-03,954606032.7,9.1932,9.1933,9.1932,0.0199
2008-12-04,958098954.28,9.2117,9.2118,9.2117,0.0185
2008-12-08,962877956.51,9.2406,9.2407,9.2406,0.0289
2008-12-09,966477243.7,9.2599,9.26,9.2599,0.0193
2008-12-11,969209523.15,9.2587,9.2588,9.2587,-0.0012
2008-12-12,971929634.16,9.2619,9.262,9.2619,0.0032
2008-12-15,977955213.32,9.2792,9.2793,9.2792,0.0173
2008-12-16,984791195.64,9.2939,9.294,9.2939,0.0147
2008-12-17,991786234.16,9.309,9.3091,9.309,0.0151
2008-12-18,997302382.25,9.319,9.3191,9.319,0.01
2008-12-19,999568024.7,9.2995,9.2996,9.2995,-0.0195
2008-12-22,1002212305.82,9.273,9.2731,9.273,-0.0265
2008-12-23,1013128199.74,9.2806,9.2807,9.2806,0.0076
2008-12-24,1019050769.8,9.2791,9.2792,9.2791,-0.0015
2008-12-25,1028255148.84,9.2958,9.2959,9.2958,0.0167
2008-12-26,1039037644.84,9.3054,9.3055,9.3054,0.0096
2008-12-29,1053455257.89,9.313,9.3131,9.313,0.0076
2008-12-30,1077770464.3,9.3086,9.3087,9.3086,-0.0044
2009-01-05,1106216503.6,9.377,9.3771,9.377,0.0684
2009-01-06,1104854736.8,9.3678,9.3679,9.3678,-0.0092
2009-01-07,1099799863.82,9.3257,9.3258,9.3257,-0.0421
2009-01-08,1099992865.98,9.3273,9.3274,9.3273,0.0016
2009-01-09,1098992451.87,9.3182,9.3183,9.3182,-0.0091
2009-01-12,1096770760.7,9.2989,9.299,9.2989,-0.0193
2009-01-13,1090593552.54,9.2463,9.2464,9.2463,-0.0526
2009-01-14,1092358939.09,9.2611,9.2612,9.2611,0.0148
2009-01-15,1088560609.31,9.2301,9.2302,9.2301,-0.031
2009-01-16,1091349020.54,9.2537,9.2538,9.2537,0.0236
2009-01-19,1090890387.25,9.2483,9.2484,9.2483,-0.0054
2009-01-20,1091545339.57,9.2537,9.2538,9.2537,0.0054
2009-01-21,1090246846.42,9.245,9.2451,9.245,-0.0087
2009-01-22,1091666535.62,9.2566,9.2567,9.2566,0.0116
2009-01-23,1091344631.89,9.2535,9.2536,9.2535,-0.0031
2009-01-26,1092065203.08,9.259,9.2591,9.259,0.0055
2009-01-27,1093686161.2,9.271,9.2711,9.271,0.012
2009-01-28,1093280562.5,9.2676,9.2677,9.2676,-0.0034
2009-01-29,1090516932.4,9.2443,9.2444,9.2443,-0.0233
2009-01-30,1091548286.82,9.2544,9.2545,9.2544,0.0101
2009-02-02,1090091982.36,9.2439,9.244,9.2439,-0.0105
2009-02-03,1091841113.9,9.2568,9.2569,9.2568,0.0129
2009-02-04,1092502653.6,9.2654,9.2655,9.2654,0.0086
2009-02-05,1093053080.49,9.27,9.2701,9.27,0.0046
2009-02-06,1095251068.58,9.2891,9.2892,9.2891,0.0191
2009-02-10,1094309301.16,9.2835,9.2836,9.2835,-0.0056
2009-02-11,1093607325.66,9.2819,9.282,9.2819,-0.0016
2009-02-12,1092146367.34,9.2725,9.2726,9.2725,-0.0094
2009-02-13,1093329223.8,9.284,9.2841,9.284,0.0115
2009-02-16,1092951241.95,9.2808,9.2809,9.2808,-0.0032
2009-02-17,1091882494.25,9.2751,9.2752,9.2751,-0.0057
2009-02-18,1091497342.68,9.2817,9.2818,9.2817,0.0066
2009-02-19,1092177764.66,9.2876,9.2877,9.2876,0.0059
2009-02-20,1090077594.49,9.2696,9.2697,9.2696,-0.018
2009-02-23,1090618550.74,9.275,9.2751,9.275,0.0054
2009-02-24,1090989180.04,9.2779,9.278,9.2779,0.0029
2009-02-25,1091912630.58,9.2853,9.2854,9.2853,0.0074
2009-02-26,1090738586.84,9.2743,9.2744,9.2743,-0.011
2009-02-27,1089369286.91,9.2606,9.2607,9.2606,-0.0137
2009-03-02,1087297232.6,9.2442,9.2443,9.2442,-0.0164
2009-03-03,1088028517.0,9.2422,9.2423,9.2422,-0.002
2009-03-04,1088946854.01,9.2499,9.25,9.2499,0.0077
2009-03-05,1089251768.06,9.2524,9.2525,9.2524,0.0025
2009-03-06,1089947365.34,9.2597,9.2598,9.2597,0.0073
2009-03-09,1089665744.31,9.2555,9.2556,9.2555,-0.0042
2009-03-10,1090942992.85,9.2671,9.2672,9.2671,0.0116
2009-03-11,1090533932.72,9.2636,9.2637,9.2636,-0.0035
2009-03-12,1090314165.23,9.2705,9.2706,9.2705,0.0069
2009-03-13,1091985601.3,9.2874,9.2875,9.2874,0.0169
2009-03-16,1092028798.05,9.2877,9.2878,9.2877,0.0003
2009-03-17,1091544295.83,9.2811,9.2812,9.2811,-0.0066
2009-03-18,1092226329.78,9.2889,9.289,9.2889,0.0078
2009-03-19,1093041492.55,9.2975,9.2976,9.2975,0.0086
2009-03-20,1094310600.2,9.3086,9.3087,9.3086,0.0111
2009-03-23,1096312448.37,9.3256,9.3257,9.3256,0.017
2009-03-24,1096110686.9,9.3239,9.324,9.3239,-0.0017
2009-03-25,1095715007.56,9.3252,9.3253,9.3252,0.0013
2009-03-26,1096224555.99,9.3295,9.3296,9.3295,0.0043
2009-03-27,1096464273.28,9.3343,9.3344,9.3343,0.0048
2009-03-30,1094911714.21,9.3211,9.3212,9.3211,-0.0132
2009-03-31,1095905178.91,9.3282,9.3283,9.3282,0.0071
2009-04-01,1096999536.33,9.3293,9.3294,9.3293,0.0011
2009-04-02,1098648781.68,9.3494,9.3495,9.3494,0.0201
2009-04-03,1098263475.03,9.346,9.3461,9.346,-0.0034
2009-04-07,1097149108.9,9.336,9.3361,9.336,-0.01
2009-04-08,1097489196.47,9.3414,9.3415,9.3414,0.0054
2009-04-09,1096683861.21,9.3391,9.3392,9.3391,-0.0023
2009-04-10,1098618927.3,9.3556,9.3557,9.3556,0.0165
2009-04-16,1098719667.42,9.3564,9.3565,9.3564,0.0008
2009-04-17,1099439268.08,9.3611,9.3612,9.3611,0.0047
2009-04-20,1100431205.73,9.3687,9.3688,9.3687,0.0076
2009-04-21,1101068153.73,9.3717,9.3718,9.3717,0.003
2009-04-22,1101826378.7,9.378,9.3781,9.378,0.0063
2009-04-23,1103483312.14,9.3917,9.3918,9.3917,0.0137
2009-04-24,1105066760.85,9.4049,9.405,9.4049,0.0132
2009-04-27,1105168596.82,9.4059,9.406,9.4059,0.001
2009-04-28,1105485833.27,9.4068,9.4069,9.4068,0.0009
2009-04-29,1107095239.11,9.4218,9.4219,9.4218,0.015
2009-04-30,1108645144.34,9.4344,9.4345,9.4344,0.0126
